here we go
opened file
vertexes : 8171
Faces : 16301
vertexes : 16342
Faces : 32602
-0.36872, 1.27727, 0.0440925
-0.453607, 1.28854, 0.0114541
-0.690069, 1.51612, 0.366018
-0.0141056, 1.30457, 0.218548
-0.219615, 1.2688, 0.0739049
-0.249937, 1.26068, 0.0744882
-0.369523, 1.27298, 0.011259
0.332107, 1.12707, 0.276827
0.376631, 1.10335, 0.15948
-0.245337, 1.13316, 0.366355
0.273834, 1.21453, 0.217816
-0.629621, 1.57636, -0.163496
0.398056, 1.04885, 0.221648
0.453537, 0.925038, 0.101615
-0.332188, 1.74606, -0.021589
-0.801578, 1.35691, 0.502376
-0.719942, 1.2602, 0.528428
-0.81456, 1.36794, 0.487651
0.0723942, 1.31453, 0.159115
0.396968, 1.07472, 0.0738523
0.367506, 0.989433, -0.104908
-0.904617, 1.39937, 0.221766
-0.841942, 1.09673, 0.253618
-0.690831, 1.56293, 0.159063
-0.83872, 1.5212, 0.282652
0.0443259, 1.26028, 0.314466
0.100059, 1.2411, 0.329928
-0.30926, 1.25696, 0.0468602
-0.498593, 1.42183, 0.127221
-0.774905, 1.35852, 0.507242
-0.0408713, 1.2832, 0.278047
-0.451011, 1.22606, 0.255557
-0.785519, 0.928457, -0.111046
0.241815, 1.23907, 0.221541
-0.898056, 1.21973, 0.0430305
0.403433, 1.02175, -0.0199417
0.41224, 1.01389, -0.00814438
-0.867853, 1.16561, 0.0146211
-0.331274, 1.77002, -0.0483795
-0.778373, 1.45811, 0.428538
-0.220099, 1.12673, 0.386462
-0.198824, 1.77632, -0.230066
-0.372005, 1.68923, -0.132541
-0.310579, 1.25979, 0.0721728
0.10439, 1.27664, 0.280789
-0.465133, 1.33219, 0.167001
-0.252981, 1.25653, 0.0442121
0.168297, 1.2254, 0.310736
0.19244, 1.22284, 0.308314
0.342311, 1.10964, 0.279182
0.319557, 1.13811, 0.283876
-0.400189, 1.65996, 0.033925
-0.892893, 1.30878, 0.0424351
-0.533121, 1.42524, 0.255983
0.43095, 0.980072, 0.191617
0.426687, 1.01497, 0.101617
0.407802, 0.957387, 0.284634
-0.548952, 1.54179, 0.161484
-0.241701, 1.56901, -0.0426647
-0.692931, 1.45985, 0.423909
-0.725201, 1.42118, 0.462527
-0.693945, 0.62569, 0.195198
-0.899982, 1.19277, 0.0430267
-0.754928, 1.2815, 0.530334
-0.635266, 1.60483, -0.191144
-0.348136, 1.26748, 0.0215717
-0.465056, 1.33454, 0.137595
-0.689953, 1.55368, 0.0430789
-0.921328, 1.16536, 0.394889
0.0690276, 1.26003, 0.31259
0.0710067, 1.24263, 0.334306
-0.328578, 1.26298, 0.0387463
-0.630117, 1.55983, 0.132322
0.30411, 1.16236, 0.276463
-0.305621, 1.75087, -0.0437059
0.397505, 0.955879, -0.0741681
-0.715684, 1.65044, -0.167393
-0.0799605, 1.22417, 0.35125
0.28952, 0.922538, 0.437602
-0.130104, 1.6317, -0.131091
-0.426872, 1.66188, 0.0402625
-0.309507, 1.25052, 0.0157641
-0.426764, 1.6925, 0.0161729
-0.19305, 1.13254, 0.389368
-0.906528, 1.34579, 0.224173
-0.782501, 1.71956, -0.399465
-0.775001, 1.28152, 0.532681
-0.860083, 1.04213, 0.043883
-0.502827, 1.42686, 0.140563
0.368526, 1.10332, 0.222727
0.312105, 1.0167, 0.373992
-0.336724, 1.71996, -0.0166845
-0.754937, 1.41421, 0.471548
-0.75287, 1.46433, 0.428582
-0.395145, 1.71107, 0.00531747
0.389567, 1.07691, 0.191718
-0.847271, 1.09891, 0.0418236
0.45273, 0.868776, 0.191673
0.161783, 1.27819, 0.220535
-0.00796254, 0.397918, 0.469141
0.0187943, 0.393203, 0.463141
-0.162942, 1.27944, 0.0453169
-0.514955, 1.57154, 0.0995744
-0.90827, 1.35106, 0.192085
-0.355139, 1.76726, -0.0796363
0.406736, 1.05269, 0.039184
-0.918379, 1.27631, 0.342487
0.40357, 0.986811, -0.0493242
0.418905, 0.98433, -0.0168951
0.456764, 0.86903, 0.131662
-0.306874, 1.7784, -0.0499963
-0.275611, 1.77841, -0.0707927
-0.724967, 1.22506, 0.535371
-0.72504, 1.46297, 0.429682
-0.602543, 1.30414, 0.392171
0.43117, 0.923689, 0.251649
-0.102737, 1.30014, 0.162233
-0.16051, 1.2874, 0.130214
-0.692832, 1.55618, 0.0759912
0.130756, 1.22567, 0.334426
-0.104989, 1.27083, 0.275586
-0.658758, 1.54207, 0.311417
-0.721244, 1.54303, 0.306911
0.190792, 1.20745, 0.328333
-0.424275, 1.72011, -0.0409152
-0.442176, 1.70815, -0.0391429
-0.576868, 0.400909, 0.464701
-0.544735, 0.400779, 0.469118
-0.751315, 1.63136, -0.158346
-0.716007, 1.6333, -0.132917
0.386938, 1.07325, 0.2189
0.394876, 1.07703, 0.131655
0.424265, 0.92274, -0.0480545
-0.454996, 1.63757, 0.054758
-0.425671, 1.6303, 0.0496741
-0.425873, 0.401744, 0.433261
-0.693209, 1.6689, -0.219305
-0.257127, 0.899661, 0.490441
-0.869934, 1.39813, 0.071953
-0.161243, 1.24854, 0.277879
-0.360017, 1.7408, -0.118959
-0.890873, 0.922073, 0.104453
-0.64438, 1.56744, -0.107688
-0.633801, 1.54464, -0.106586
-0.719816, 1.39169, -0.0727849
-0.699588, 1.42657, 0.449995
-0.747713, 1.65335, -0.194825
-0.767116, 1.65247, -0.22942
0.299465, 1.14869, 0.300239
0.401856, 1.01783, 0.250338
0.379096, 1.08466, 0.225333
0.406566, 1.04931, 0.161634
-0.164975, 1.13405, 0.393851
-0.722991, 1.16526, 0.523039
0.139955, 1.14018, 0.379472
0.132438, 1.12985, 0.386288
-0.833312, 1.10422, 0.280161
-0.36487, 1.71225, 0.00545037
-0.62903, 1.18763, -0.0952814
-0.708202, 1.65912, -0.479943
-0.913559, 1.4534, 0.246937
-0.134927, 1.13439, 0.402132
0.0434554, 0.394611, 0.458535
-0.22015, 1.1404, 0.375133
-0.894561, 1.27438, 0.0428229
0.101897, 1.13243, 0.391552
-0.771998, 1.71443, -0.366613
0.277081, 1.18786, 0.275154
0.314858, 1.01735, -0.144081
0.423978, 1.0147, 0.0417354
0.0124502, 1.13157, 0.417671
-0.660196, 1.4625, 0.401526
-0.721927, 1.27977, 0.521565
-0.135205, 1.29043, 0.0729319
0.0451328, 1.31694, 0.106384
-0.636198, 1.5111, 0.361987
0.347481, 1.13691, 0.218385
0.223605, 0.398873, 0.397552
0.168669, 0.931268, 0.488893
-0.107352, 1.13804, 0.407289
0.376339, 1.10576, 0.131483
-0.784688, 0.956999, -0.107339
0.415671, 1.00387, 0.219118
0.420967, 1.0148, 0.161627
-0.774543, 1.13242, -0.0418172
-0.779746, 1.36143, -0.0517306
0.0713626, 1.0445, -0.209648
0.105452, 1.04929, -0.201787
0.104502, 1.30007, 0.2185
0.0436678, 1.31189, 0.192999
-0.015012, 1.31248, 0.162969
-0.372153, 1.26735, 0.184763
-0.337148, 1.26965, 0.0721525
-0.226513, 1.23078, 0.257367
-0.632942, 1.55347, 0.0747969
-0.467708, 1.33038, 0.193069
-0.396744, 1.72503, -0.0160095
-0.573738, 0.425623, 0.454071
-0.544924, 0.427104, 0.457819
-0.515209, 0.428189, 0.451566
-0.045171, 1.30737, 0.0729818
-0.903684, 1.3445, 0.252143
-0.0751998, 1.22629, -0.109725
-0.483363, 0.398652, 0.450556
-0.457242, 0.398981, 0.443994
-0.448448, 0.409249, 0.438358
-0.628368, 1.77738, -0.604148
-0.660936, 1.6365, -0.190883
-0.339058, 1.25809, 0.191899
-0.810429, 1.51122, 0.333512
-0.662302, 1.55351, 0.0725164
-0.0137539, 1.28214, 0.281632
-0.897158, 0.922722, 0.164371
0.217172, 1.21182, 0.309293
-0.656514, 1.57838, -0.0996411
-0.334272, 1.25927, 0.00954272
-0.336645, 1.25317, -0.0149515
-0.361272, 1.26262, -0.018772
-0.838343, 1.07105, 0.0123436
0.390885, 1.01191, 0.279462
0.393075, 1.07685, 0.16165
-0.484458, 1.56908, 0.0928743
-0.0998795, 1.12783, 0.414292
-0.366205, 1.72976, -0.00779363
0.418122, 1.01063, 0.190214
0.448865, 0.868507, 0.221635
-0.309939, 1.78916, -0.0699613
-0.221452, 1.5785, -0.0499434
0.221188, 1.22768, 0.280003
